product_area,location_country,supplier_name,location_region,onboard_date_v2,sla_end_to_end_exclude_weekend1,wo_adv_std_include_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,7,4,5,4,1
REWS,India,G4S PLC,APAC,2025-04-24,1,1,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-25,8,2,6,4,2
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
POps,India,RANDSTAD NV,APAC,2025-04-24,6,2,4,0,4
Technical Infrastructure,null,ERICSSON INC,EMEA,2025-05-01,3,3,0,0,0
REWS,null,JONES LANG LASALLE INC,APAC,2025-04-25,3,3,0,0,0
YouTube,India,WIPRO LIMITED,APAC,2025-05-02,3,3,0,0,0
Marketing,United States,INSIGHT,NORTH AMERICA,2025-04-25,4,2,2,0,2
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-28,3,5,0,0,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-28,4,2,2,1,1
YouTube,Philippines,CONCENTRIX,APAC,2025-04-23,6,3,3,3,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,5,2,3,0,3
POps,India,RANDSTAD NV,APAC,2025-04-28,12,4,10,3,7
Platforms + Ecosystems,Philippines,ACCENTURE PLC,APAC,2025-05-02,3,3,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,1,1,0,0,0
Technical Infrastructure,United States,"T5 DCMC, LLC",NORTH AMERICA,2025-05-02,4,3,1,1,0
Platforms + Ecosystems,Philippines,ACCENTURE PLC,APAC,2025-04-30,5,6,1,1,0
Technical Infrastructure,United States,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-04-30,3,5,0,0,0
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-25,4,1,3,3,0
Marketing,Czech Republic,ARTERIA SA,EMEA,2025-04-24,3,3,0,0,0
Global Affairs (w/o T&S),United Arab Emirates,MANPOWERGROUP INC,EMEA,2025-04-23,14,11,7,2,5
gTech,Philippines,TELUS,APAC,2025-04-22,2,4,0,0,0
Technical Infrastructure,Chile,PROSEGUR SA,LATAM,2025-04-24,15,5,12,11,1
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-01,3,3,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,ACCENTURE PLC,NORTH AMERICA,2025-04-21,3,2,1,0,1
DeepMind,United States,SCALE AI INC,NORTH AMERICA,2025-04-24,18,3,15,14,1
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,2,2,0,0,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-29,10,3,7,0,7
gTech,null,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
Finance,India,EPAM SYSTEMS INC,APAC,2025-04-25,2,2,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,4,0,0,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,2,5,2,3
REWS,India,COMPASS GROUP PLC,APAC,2025-04-25,2,2,0,0,0
Cloud,United States,"TRIPLE CROWN CONSULTING, LLC",NORTH AMERICA,2025-04-24,4,5,1,0,1
Cloud,India,INFOSYS,APAC,2025-04-22,2,3,1,0,1
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-29,1,1,0,0,0
Waymo,United States,"TASKUS, INC.",NORTH AMERICA,2025-05-02,4,2,2,1,1
Ads & Commerce,India,GLOBALLOGIC INC,APAC,2025-04-29,1,1,0,0,0
YouTube,India,TELEPERFORMANCE SE,APAC,2025-04-23,5,5,2,2,0
gCS,Canada,TELEPERFORMANCE SE,NORTH AMERICA,2025-05-01,6,2,4,1,3
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-27,5,2,3,3,0
Corp Eng,India,ASTREYA PARTNERS INC,APAC,2025-04-24,6,null,6,1,5
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,2,4,0,0,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2025-05-01,3,3,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,2,0,0,0
POps,India,RANDSTAD NV,APAC,2025-04-24,17,3,14,2,12
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-23,7,1,6,0,6
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,3,1,2,1,1
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-29,5,3,2,1,1
Cloud,Mexico,TATA GROUP,LATAM,2025-04-27,4,1,3,2,1
T&S,Poland,ACCENTURE PLC,EMEA,2025-04-22,7,4,5,3,2
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,6,4,4,0,4
POps,India,DELOITTE,APAC,2025-04-28,3,5,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-24,3,3,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-28,5,2,3,0,3
YouTube,India,WIPRO LIMITED,APAC,2025-04-23,34,1,33,1,32
Technical Infrastructure,United States,MC DEAN INC,NORTH AMERICA,2025-04-30,4,4,2,2,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,3,4,4,0
Technical Infrastructure,United States,C D MOODY CONSTRUCTION COMPANY INC,NORTH AMERICA,2025-04-24,3,3,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,18,5,15,5,10
Finance,Argentina,ACCENTURE PLC,LATAM,2025-04-25,9,10,1,0,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,2,2,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-24,11,1,10,0,10
T&S,India,WIPRO LIMITED,APAC,2025-04-29,6,2,4,4,0
T&S,India,CONCENTRIX,APAC,2025-04-29,2,3,1,0,1
Access,India,QUANTIPHI INC,APAC,2025-04-24,4,4,2,2,0
T&S,India,WIPRO LIMITED,APAC,2025-05-01,4,5,1,1,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,2,5,2,3
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-27,3,2,1,1,0
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,5,0,0,0
T&S,Poland,ACCENTURE PLC,EMEA,2025-04-30,5,5,2,2,0
Ads & Commerce,India,"APPLAUSE APP QUALITY, INC",APAC,2025-04-28,5,5,1,1,0
YouTube,India,TATA GROUP,APAC,2025-04-29,4,6,0,0,0
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-25,4,2,2,0,2
gTech,Philippines,TELUS,APAC,2025-04-24,4,4,2,0,2
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,1,4,1,3
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-27,5,1,4,0,4
Platforms + Ecosystems,India,ITTIAM SYSTEMS PVT LTD,APAC,2025-04-28,6,5,3,0,3
Technical Infrastructure,United Kingdom,SUDLOWS ENTERPRISE SERVICES LIMITED,EMEA,2025-05-02,3,3,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-21,2,1,1,1,0
POps,India,ACCENTURE PLC,APAC,2025-04-21,5,2,3,0,3
YouTube,India,ACCENTURE PLC,APAC,2025-04-21,6,3,5,0,5
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,4,0,0,0
Access,United States,ALLO HOLDING LLC,NORTH AMERICA,2025-05-01,8,4,5,2,3
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-25,3,3,0,0,0
Waymo,United States,KPMG,NORTH AMERICA,2025-04-30,3,3,2,0,2
HUE,Colombia,HUGE LLC,LATAM,2025-04-23,9,6,5,2,3
gCS,China,ACCENTURE PLC,APAC,2025-04-30,12,4,8,0,8
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,4,2,2,0,2
Cloud,Mexico,TATA GROUP,LATAM,2025-04-22,10,2,8,0,8
gTech,India,GENPACT LIMITED,APAC,2025-04-23,5,2,3,3,0
Ads & Commerce,Poland,TELUS,EMEA,2025-04-29,3,4,1,0,1
POps,India,RANDSTAD NV,APAC,2025-04-24,10,1,9,0,9
Technical Infrastructure,United States,CHURCHILL COST CONSULTANTS LLC,NORTH AMERICA,2025-05-02,3,3,0,0,0
Cloud,India,HCL TECHNOLOGIES LTD,APAC,2025-04-21,5,2,3,0,3
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,13,3,10,7,3
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-02,3,3,0,0,0
Cloud,India,BRISTLECONE INC.,APAC,2025-04-28,9,1,8,0,8
Corp Eng,India,ACCENTURE PLC,APAC,2025-04-22,3,1,2,0,2
POps,India,ACCENTURE PLC,APAC,2025-04-30,3,5,0,0,0
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
gTech,Portugal,TELEPERFORMANCE SE,EMEA,2025-04-24,6,1,5,5,0
Geo,India,WIPRO LIMITED,APAC,2025-04-23,2,1,1,0,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,2025-04-25,4,4,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-30,5,2,3,1,2
Technical Infrastructure,Ireland,ARCADIS NV,EMEA,2025-04-29,3,5,0,0,0
Technical Infrastructure,United States,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2025-05-01,3,3,0,0,0
Access,United States,DYCOM INDUSTRIES,NORTH AMERICA,2025-04-29,11,2,9,0,9
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-21,2,1,1,0,1
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-23,2,2,0,0,0
gTech,Ghana,MAJOREL GLOBAL,EMEA,2025-04-24,8,4,5,5,0
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-22,8,5,5,0,5
REWS,Philippines,JONES LANG LASALLE INC,APAC,2025-05-01,3,3,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-24,2,1,1,0,1
Technical Infrastructure,Finland,ADECCO GROUP AG,EMEA,2025-04-25,8,6,4,0,4
Technical Infrastructure,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-04-24,3,3,0,0,0
Corp Eng,India,IBM CORPORATION,APAC,2025-04-22,3,1,2,1,1
Search,India,GLOBALLOGIC INC,APAC,2025-05-01,2,3,0,0,0
POps,India,ACCENTURE PLC,APAC,2025-04-29,5,2,3,1,2
REWS,null,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,5,4,2,2,0
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-22,7,3,6,2,4
Technical Infrastructure,Belgium,GXO LOGISTICS WORLDWIDE LLC,EMEA,2025-04-25,3,2,1,1,0
Technical Infrastructure,Netherlands,TURNER & TOWNSEND PARTNERS LLP,EMEA,2025-04-23,4,5,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-05-02,3,3,0,0,0
Cloud,United States,UBER TECHNOLOGIES INC,NORTH AMERICA,2025-04-22,7,3,6,0,6
Cloud,India,INFOSYS,APAC,2025-04-29,12,5,9,8,1
DeepMind,United States,SCALE AI INC,NORTH AMERICA,2025-04-22,19,2,17,7,10
YouTube,India,GENPACT LIMITED,APAC,2025-04-25,2,2,0,0,0
Cloud,United Kingdom,ACCENTURE PLC,EMEA,2025-04-21,9,1,8,0,8
YouTube,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-23,7,3,4,3,1
Technical Infrastructure,United States,THE WHITING TURNER CONTRACTING COMPANY,NORTH AMERICA,2025-04-22,3,5,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-27,7,4,5,0,5
Ads & Commerce,Poland,TELUS,EMEA,2025-04-28,2,4,0,0,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-05-02,7,2,5,4,1
Technical Infrastructure,United Kingdom,CBRE GROUP INC,EMEA,2025-04-28,7,1,6,2,4
Waymo,India,WIPRO LIMITED,APAC,2025-04-23,7,2,5,5,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-30,6,1,5,5,0
T&S,India,ACCENTURE PLC,APAC,2025-04-28,4,3,1,1,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,4,1,3,0,3
Access,United States,"GLOBAL OPTICS SAN ANTONIO, L.P.",NORTH AMERICA,2025-04-21,8,2,6,5,1
T&S,India,WIPRO LIMITED,APAC,2025-04-28,4,3,1,0,1
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,2,1,0,1
Cloud,Brazil,ACCENTURE PLC,LATAM,2025-04-22,4,2,2,2,0
gCS,Spain,TELEPERFORMANCE SE,EMEA,2025-04-22,8,5,5,5,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-24,4,4,2,1,1
Waymo,Belgium,LS EUROPE LOGOS,EMEA,2025-05-02,8,3,5,1,4
gTech,United States,"MAGNIT, LLC",NORTH AMERICA,2025-04-21,18,2,18,18,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-28,5,2,4,4,0
REWS,United States,ELECTROSONIC LIMITED,NORTH AMERICA,2025-04-25,2,2,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,5,0,0,0
REWS,India,COMPASS GROUP PLC,APAC,2025-05-01,3,3,0,0,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-05-02,7,2,5,1,4
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-24,3,2,1,1,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-24,2,2,0,0,0
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-29,5,2,3,2,1
T&S,India,WIPRO LIMITED,APAC,2025-04-27,11,3,10,10,0
gTech,Germany,VACO,EMEA,2025-04-27,3,2,1,0,1
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-21,3,5,0,0,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-23,2,2,0,0,0
Ads & Commerce,India,GLOBALLOGIC INC,APAC,2025-04-29,1,1,0,0,0
Devices & Services,null,QUEST GLOBAL SERVICES PTE. LTD.,APAC,2025-04-21,3,5,0,0,0
Cloud,El Salvador,TELUS,LATAM,2025-04-30,2,2,0,0,0
Technical Infrastructure,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-05-02,3,3,0,0,0
REWS,Peru,PROSEGUR SA,LATAM,2025-04-25,2,2,0,0,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-27,4,1,3,3,0
Search,India,"TASKUS, INC.",APAC,2025-04-22,3,1,2,1,1
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,3,2,0,2
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,Finland,CBRE GROUP INC,EMEA,2025-05-01,4,6,0,0,0
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-23,4,4,2,0,2
Access,United States,IBEX HOLDINGS LIMITED,NORTH AMERICA,2025-04-22,3,1,2,0,2
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-05-01,3,1,2,0,2
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,1,1,0,0,0
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-05-01,3,3,0,0,0
Technical Infrastructure,United States,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-04-24,1,1,0,0,0
REWS,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-05-01,10,8,4,0,4
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-04-22,1,1,0,0,0
Technical Infrastructure,null,AIDAN STRAIN ELECTRICAL ENGINEERING LIMITED,EMEA,2025-05-02,3,3,0,0,0
Cloud,Mexico,TATA GROUP,LATAM,2025-04-21,6,4,4,4,0
Cloud,India,EPAM SYSTEMS INC,APAC,2025-04-22,3,5,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,4,3,1,1,0
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-29,3,5,0,0,0
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,6,4,2,2,0
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-04-24,3,3,0,0,0
gTech,Japan,GENPACT LIMITED,APAC,2025-04-24,3,2,1,0,1
Core (w/o Corp Eng),India,AD ASTRA STAFFING SOLUTIONS PVT. LTD.,APAC,2025-04-29,10,7,5,2,3
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,1,4,4,0
Ads & Commerce,Philippines,ACCENTURE PLC,APAC,2025-04-30,9,1,8,6,2
Technical Infrastructure,null,C D MOODY CONSTRUCTION COMPANY INC,NORTH AMERICA,2025-04-28,3,5,0,0,0
REWS,United States,FLUXON APPS LLC,NORTH AMERICA,2025-04-25,8,1,7,7,0
Cloud,United States,HCL TECHNOLOGIES LTD,NORTH AMERICA,2025-04-27,5,2,3,0,3
Technical Infrastructure,null,INDIGO TELECOM GROUP LTD,LATAM,2025-05-01,3,3,0,0,0
Waymo,United States,UBER TECHNOLOGIES INC,NORTH AMERICA,2025-05-01,3,3,0,0,0
Platforms + Ecosystems,Philippines,ACCENTURE PLC,APAC,2025-04-24,2,1,1,0,1
YouTube,India,ACCENTURE PLC,APAC,2025-05-02,6,5,3,1,2
REWS,Ireland,FIRST,EMEA,2025-05-01,3,3,0,0,0
Technical Infrastructure,Chile,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,2025-04-28,3,5,0,0,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-23,3,5,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-30,2,2,0,0,0
Technical Infrastructure,Finland,GXO LOGISTICS WORLDWIDE LLC,EMEA,2025-04-21,4,2,2,1,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-29,5,3,2,0,2
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-05-01,7,6,3,1,2
Cloud,United States,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NORTH AMERICA,2025-04-21,2,1,1,0,1
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,2,4,0,0,0
REWS,null,CBRE GROUP INC,NORTH AMERICA,2025-04-21,3,5,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,3,2,0,2
Cloud,Philippines,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,4,1,3,0,3
gTech,India,TELEPERFORMANCE SE,APAC,2025-05-02,4,3,2,1,1
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-05-02,8,6,4,3,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,2,2,0,0,0
Platforms + Ecosystems,United States,MAGIC LEAP INC.,NORTH AMERICA,2025-04-30,9,5,6,6,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,2,2,2,0
Technical Infrastructure,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,2025-04-28,3,5,0,0,0
Devices & Services,United States,ARCHLYNK LLC,NORTH AMERICA,2025-05-02,5,4,3,0,3
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-24,5,4,3,2,1
REWS,India,ANIXTER INC,APAC,2025-04-30,10,1,9,8,1
Waymo,India,WIPRO LIMITED,APAC,2025-05-01,3,3,0,0,0
Ads & Commerce,United States,"AKRAYA, INC",NORTH AMERICA,2025-04-22,3,5,0,0,0
YouTube,United States,TELEPERFORMANCE SE,NORTH AMERICA,2025-05-02,6,5,3,3,0
Corp Eng,India,ACCENTURE PLC,APAC,2025-04-29,6,1,5,0,5
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Finance,India,GEP WORLDWIDE,APAC,2025-04-24,2,1,1,1,0
gTech,Brazil,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,2025-04-22,4,1,3,0,3
Platforms + Ecosystems,India,ITTIAM SYSTEMS PVT LTD,APAC,2025-04-28,6,5,3,0,3
Technical Infrastructure,United States,UNIFY CONSULTING LLC,NORTH AMERICA,2025-05-01,3,3,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-22,5,3,2,0,2
Ads & Commerce,Poland,TELUS,EMEA,2025-04-30,4,5,1,0,1
REWS,India,SODEXO,APAC,2025-04-22,1,1,0,0,0
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-24,1,1,0,0,0
YouTube,Poland,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-05-02,4,3,1,0,1
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-21,6,3,5,0,5
Marketing,Canada,DELOITTE,NORTH AMERICA,2025-05-02,4,1,3,2,1
Technical Infrastructure,United States,THE WHITING TURNER CONTRACTING COMPANY,NORTH AMERICA,2025-04-22,3,5,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,1,1,0,1
Devices & Services,India,QUEST GLOBAL SERVICES PTE. LTD.,APAC,2025-04-25,3,3,0,0,0
POps,India,RANDSTAD NV,APAC,2025-05-02,7,2,5,5,0
Corp Eng,Ireland,ASTREYA PARTNERS INC,EMEA,2025-05-01,11,1,10,0,10
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-21,4,1,3,0,3
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-24,3,3,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-21,5,3,2,2,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-05-01,7,3,4,4,0
gCS,Spain,TELEPERFORMANCE SE,EMEA,2025-04-22,8,5,5,5,0
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-21,3,2,1,0,1
Access,United States,"PROJECT RESOURCES GROUP, INC.",NORTH AMERICA,2025-04-23,4,5,1,0,1
Ads & Commerce,United Kingdom,CONTINUUMGLOBAL INC,EMEA,2025-04-30,2,3,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,4,2,2,1,1
Technical Infrastructure,null,SCHENKER,NORTH AMERICA,2025-04-24,3,3,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-21,6,3,5,1,4
POps,India,KORN FERRY INTERNATIONAL,APAC,2025-04-24,3,1,2,1,1
Corp Eng,India,IBM CORPORATION,APAC,2025-04-23,4,4,2,0,2
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-23,3,5,0,0,0
REWS,Australia,CONTROL RISKS GROUP HOLDINGS LIMITED,APAC,2025-04-22,5,2,3,0,3
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-24,7,3,4,4,0
Technical Infrastructure,India,INDIGO TELECOM GROUP LTD,APAC,2025-04-29,1,1,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-21,4,2,2,0,2
gTech,India,HCL TECHNOLOGIES LTD,APAC,2025-05-01,7,2,5,0,5
REWS,null,COMPASS GROUP PLC,NORTH AMERICA,2025-05-01,3,3,0,0,0
gCS,India,WNS (HOLDINGS) LIMITED,APAC,2025-04-30,3,4,1,1,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-30,6,2,4,4,0
Ads & Commerce,India,TELEPERFORMANCE SE,APAC,2025-04-23,5,2,3,0,3
Finance,India,KPMG,APAC,2025-04-24,2,2,0,0,0
Access,United States,"SYSTEM RESOURCES TELECOM, LLC (SRI)",NORTH AMERICA,2025-04-30,8,5,5,4,1
REWS,United States,PFC GROUP OF COMPANIES,NORTH AMERICA,2025-04-25,3,1,2,0,2
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-21,6,3,5,2,3
Global Affairs (w/o T&S),United States,"CONSILIO, INC",NORTH AMERICA,2025-04-25,6,1,5,0,5
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
Technical Infrastructure,null,SATURN PARTNERS LLC,NORTH AMERICA,2025-04-24,3,3,0,0,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,2,5,1,4
Technical Infrastructure,United States,BRISTLECONE INC.,NORTH AMERICA,2025-04-25,4,3,1,0,1
POps,India,RANDSTAD NV,APAC,2025-04-24,10,1,9,0,9
Technical Infrastructure,United Kingdom,SYNERGY SECURITY SOLUTIONS LIMITED,EMEA,2025-04-22,3,4,1,0,1
gCS,India,ACCENTURE PLC,APAC,2025-04-27,13,1,12,12,0
REWS,null,YARZIN SELLA MANAGEMENT AND HOLDINGS,EMEA,2025-05-02,3,3,0,0,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-22,3,5,0,0,0
Devices & Services,India,MIRAFRA SOFTWARE TECHNOLOGIES PVT. LTD.,APAC,2025-04-29,4,5,1,0,1
REWS,Philippines,JONES LANG LASALLE INC,APAC,2025-04-24,2,2,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-22,1,1,0,0,0
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-22,7,3,6,3,3
Platforms + Ecosystems,India,VACO,APAC,2025-04-25,9,3,6,6,0
REWS,United States,EXOS,NORTH AMERICA,2025-04-22,4,1,3,1,2
Corp Eng,India,HCL TECHNOLOGIES LTD,APAC,2025-04-29,2,4,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-24,3,2,1,1,0
POps,Poland,RANDSTAD NV,EMEA,2025-04-28,9,2,7,3,4
gCS,Brazil,ATENTO S.A.,LATAM,2025-04-29,3,5,0,0,0
Devices & Services,India,HCL TECHNOLOGIES LTD,APAC,2025-04-23,2,2,0,0,0
