product_area,st_created_date,work_order_accepted_date,location_country,worker_access_type,ST_start_date,st_start_month,pw_reset_date,supplier_name,location_region,hw_date_shipped,hw_estimated_delivery_date,hw_recd_dt,idv_date,idv_decision_date,idv_approval_date,idv_exception,gvc_invite_created_dt,worker_type,cnt_class_dates,net_onboarding_date,delivery_update,transfer_flag,bulk_shipment,manager_pref_for_hw_shipping,has_equipment,worker_active_flag,onboard_date_v2,sla_end_to_end,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,gvc_act,eqp_gvc,comp_eqp_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Technical Infrastructure,2025-04-21,2025-04-21,United States,Access Only,2025-04-23,2025-04-01,2025-04-29,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,null,null,2025-04-22,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-22,null,NO,null,null,Yes,2025-04-29,8,6,4,8,8,2,1,7,1,6,2,1,4,3,1
Technical Infrastructure,2025-04-29,2025-04-29,United Kingdom,Badge Only,2025-05-02,2025-05-01,null,SUDLOWS ENTERPRISE SERVICES LIMITED,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
YouTube,2025-04-28,2025-04-28,Greece,Access Only,2025-05-01,2025-05-01,2025-05-01,TELEPERFORMANCE SE,EMEA,null,null,2025-04-29,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-29,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,1,2,1,3,3,1,0,0,0
Technical Infrastructure,2025-04-28,2025-04-28,United States,Badge Only,2025-05-01,2025-05-01,null,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
YouTube,2025-04-24,2025-04-24,United States,Access Only,2025-04-30,2025-04-01,2025-04-30,TELEPERFORMANCE SE,NORTH AMERICA,null,null,2025-04-28,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,6,4,1,6,6,6,1,2,4,4,4,2,0,0,0
Cloud,2025-04-22,2025-04-22,Mexico,Access Only,2025-04-24,2025-04-01,2025-04-28,TATA GROUP,LATAM,null,null,2025-04-23,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-23,null,NO,null,null,Yes,2025-04-28,6,4,2,6,6,2,1,5,1,4,2,1,2,2,0
gCS,2025-04-24,2025-04-24,Brazil,Equipment and Access,2025-04-29,2025-04-01,2025-04-29,ATENTO S.A.,LATAM,null,null,2025-04-28,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,1,1,4,3,3,2,0,0,0
Technical Infrastructure,2025-04-18,2025-04-23,United States,Equipment and Access,2025-04-28,2025-04-01,2025-05-01,ADECCO GROUP AG,NORTH AMERICA,2022-10-12,2022-10-12,2025-04-25,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-05-01,Temp,1,2025-05-01,2025-04-25,null,NO,null,null,Yes,2025-05-01,13,6,3,13,13,10,1,6,7,6,3,5,3,0,3
Technical Infrastructure,2025-04-23,2025-04-23,United States,Badge Only,2025-04-28,2025-04-01,null,DIRECT LINE GLOBAL LLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Cloud,2025-04-29,2025-04-29,India,Equipment and Access,2025-05-02,2025-05-01,2025-05-02,ACCENTURE PLC,APAC,null,null,2025-05-01,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
gCS,2025-04-21,2025-04-21,India,Access Only,2025-04-24,2025-04-01,2025-05-02,TELEDIRECT PTE LTD,APAC,null,2025-04-26,2025-04-24,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-24,null,NO,null,null,Yes,2025-05-02,11,9,6,11,11,3,1,8,3,9,3,3,6,4,2
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,SCHENKER,NORTH AMERICA,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-24,null,NO,null,null,Yes,2025-04-28,6,4,1,6,6,3,1,4,2,4,3,2,1,0,1
REWS,2025-04-22,2025-04-22,United States,Access Only,2025-04-25,2025-04-01,2025-04-29,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-24,null,NO,null,null,Yes,2025-04-29,7,5,2,7,7,3,1,5,2,5,3,2,2,0,2
YouTube,2025-04-17,2025-04-17,Philippines,Equipment and Access,2025-04-21,2025-04-01,2025-05-02,TECH MAHINDRA LIMITED,APAC,null,null,2025-04-30,2025-05-15,2025-05-01,2025-04-21,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-30,null,NO,null,null,Yes,2025-05-02,15,11,9,15,15,4,1,1,13,11,2,9,9,0,9
YouTube,2025-04-24,2025-04-24,India,Access Only,2025-04-29,2025-04-01,2025-05-01,CONCENTRIX,APAC,null,2025-05-01,2025-04-30,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,7,5,2,7,7,5,1,1,6,5,3,4,2,1,1
T&S,2025-04-23,2025-04-23,India,Access Only,2025-04-25,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,null,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,7,5,3,7,7,2,1,null,null,5,2,null,3,1,2
Platforms + Ecosystems,2025-04-25,2025-04-25,United States,Access Only,2025-04-28,2025-04-01,2025-04-30,DELOITTE,NORTH AMERICA,null,null,2025-04-30,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,5,3,2,5,5,3,1,0,5,3,1,3,2,0,2
gTech,2025-04-23,2025-04-23,Poland,Equipment and Access,2025-04-28,2025-04-01,null,TELEPERFORMANCE SE,EMEA,null,2025-04-30,null,2025-05-12,2025-04-28,2025-04-28,FALSE,null,Vendor,1,2025-04-28,null,TRANSFER-Starters list,NO,null,NO,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
gTech,2025-04-23,2025-04-23,Poland,Equipment and Access,2025-04-29,2025-04-01,null,TELEPERFORMANCE SE,EMEA,null,2025-05-01,null,2025-05-14,2025-04-30,null,FALSE,null,Vendor,1,2025-04-29,null,TRANSFER-Starters list,NO,null,NO,Yes,2025-04-29,6,4,1,6,6,6,null,null,null,4,4,null,0,0,0
T&S,2025-04-22,2025-04-22,India,Access Only,2025-04-23,2025-04-01,2025-04-29,WIPRO LIMITED,APAC,null,null,null,2025-05-12,2025-04-28,2025-04-22,FALSE,2025-04-29,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,7,5,4,7,7,1,1,null,null,5,1,null,4,0,4
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,SODEXO,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
HUE,2025-04-21,2025-04-21,Australia,Equipment and Access,2025-04-23,2025-04-01,2025-04-28,SCALENCE LLC,APAC,null,null,2025-04-28,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-29,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,7,5,3,7,7,2,-1,1,7,5,2,5,3,1,2
Technical Infrastructure,2025-04-23,2025-04-23,Argentina,Equipment and Access,2025-04-24,2025-04-01,2025-04-28,ACCENTURE PLC,LATAM,null,null,2025-04-28,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,5,3,2,5,5,1,1,0,5,3,1,3,2,0,2
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,JONES LANG LASALLE INC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
gCS,2025-04-23,2025-04-23,Canada,Access Only,2025-04-24,2025-04-01,2025-04-30,TELEPERFORMANCE SE,NORTH AMERICA,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,7,5,4,7,7,1,1,2,5,5,1,3,4,2,2
YouTube,2025-04-23,2025-04-23,India,Access Only,2025-04-25,2025-04-01,2025-04-28,GENPACT LIMITED,APAC,null,null,2025-04-24,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-24,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,4,1,3,2,1,1,1,0
Access,2025-04-25,2025-04-25,Poland,Equipment and Access,2025-04-29,2025-04-01,2025-04-29,EPAM SYSTEMS INC,EMEA,null,null,2025-04-29,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-29,null,NO,null,null,Yes,2025-04-29,4,2,1,4,4,4,1,0,4,2,2,2,0,0,0
Global Affairs (w/o T&S),2025-04-23,2025-04-23,India,Equipment and Access,2025-04-24,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,null,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,6,4,3,6,6,1,1,null,null,4,1,null,3,2,1
YouTube,2025-04-16,2025-04-16,United States,Equipment and Access,2025-04-18,2025-04-01,2025-04-28,TATA GROUP,NORTH AMERICA,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-18,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,12,8,6,12,12,2,1,0,12,8,2,8,6,0,6
gTech,2025-04-29,2025-04-29,India,Access Only,2025-05-02,2025-05-01,2025-05-04,VIRTUSA CORPORATION,APAC,null,2025-05-04,2025-05-02,2025-05-18,2025-05-04,2025-05-03,FALSE,null,Vendor,1,2025-05-04,2025-05-02,null,NO,null,null,Yes,2025-05-04,5,4,1,5,5,3,null,null,3,4,3,3,1,1,0
YouTube,2025-04-23,2025-04-23,India,Access Only,2025-04-25,2025-04-01,2025-04-28,GENPACT LIMITED,APAC,null,null,2025-04-23,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-23,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,5,1,3,2,1,1,0,1
Access,2025-04-23,2025-04-23,United States,Equipment and Access,2025-04-25,2025-04-01,2025-04-30,HR GREEN INC,NORTH AMERICA,null,null,2025-04-29,2025-05-11,2025-04-27,2025-04-27,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,7,5,3,7,7,2,1,1,6,5,2,4,3,1,2
gTech,2025-04-28,2025-04-28,India,Equipment and Access,2025-05-01,2025-05-01,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,2025-05-03,2025-04-30,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
Devices & Services,2025-04-28,2025-04-28,Taiwan,Equipment and Access,2025-04-28,2025-04-01,2025-04-30,TATA GROUP,APAC,null,null,2025-04-30,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,2,2,2,2,2,null,1,0,2,2,0,2,2,2,0
YouTube,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-29,2025-04-01,2025-05-02,ACCENTURE PLC,APAC,null,null,2025-04-29,2025-05-15,2025-05-01,2025-04-30,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-29,null,NO,null,null,Yes,2025-05-02,8,6,3,8,8,5,1,3,5,6,3,3,3,1,2
Cloud,2025-04-23,2025-04-23,Costa Rica,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,ACCENTURE PLC,LATAM,null,null,2025-04-28,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,0,5,3,2,3,1,0,1
Cloud,2025-04-23,2025-04-23,United States,Equipment and Access,2025-04-28,2025-04-01,2025-05-01,HCL TECHNOLOGIES LTD,NORTH AMERICA,null,null,2025-04-28,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-28,null,NO,null,null,Yes,2025-05-01,8,6,3,8,8,5,1,3,5,6,3,3,3,2,1
Technical Infrastructure,2025-04-24,2025-04-24,Finland,Badge Only,2025-04-28,2025-04-01,null,FIBER HIGHWAY FINLAND OY,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,null,null,null,2,2,null,0,0,0
gTech,2025-04-23,2025-04-23,India,Access Only,2025-04-28,2025-04-01,2025-04-29,TECH MAHINDRA LIMITED,APAC,null,null,2025-04-28,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,6,4,1,6,6,5,1,1,5,4,3,3,1,0,1
Waymo,2025-04-22,2025-04-22,United States,Access Only,2025-04-25,2025-04-01,2025-05-01,TRANSDEV,NORTH AMERICA,null,null,null,2025-05-12,2025-04-28,2025-04-28,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,9,7,4,9,9,3,null,null,null,7,3,null,4,1,3
gTech,2025-04-29,2025-04-29,India,Access Only,2025-05-02,2025-05-01,2025-05-04,VIRTUSA CORPORATION,APAC,null,null,2025-04-30,2025-05-18,2025-05-04,2025-05-03,FALSE,null,Vendor,1,2025-05-04,2025-04-30,null,NO,null,null,Yes,2025-05-04,5,4,1,5,5,3,null,null,1,4,3,1,1,1,0
Technical Infrastructure,2025-04-28,2025-04-28,India,Badge Only,2025-04-29,2025-04-01,null,INDIGO TELECOM GROUP LTD,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,1,1,1,1,1,1,null,null,null,1,1,null,0,0,0
REWS,2025-04-24,2025-04-24,United States,Badge Only,2025-04-28,2025-04-01,null,PROPARK AMERICA WEST LLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,null,null,null,2,2,null,0,0,0
T&S,2025-04-15,2025-04-15,Portugal,Equipment and Access,2025-04-16,2025-04-01,2025-04-30,ACCENTURE PLC,EMEA,null,null,2025-04-30,2025-05-13,2025-04-29,2025-04-16,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,NO,Yes,2025-04-30,15,11,10,15,15,1,1,0,15,11,1,11,10,0,10
Technical Infrastructure,2025-04-28,2025-04-28,United States,Badge Only,2025-04-29,2025-04-01,null,SCHENKER,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,1,1,1,1,1,1,null,null,null,1,1,null,0,0,0
Geo,2025-04-21,2025-04-21,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,7,5,3,7,7,2,1,0,7,5,2,5,3,2,1
gCS,2025-04-23,2025-04-23,Brazil,Access Only,2025-04-28,2025-04-01,2025-05-02,TTEC HOLDINGS INC,LATAM,null,null,2025-04-24,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-24,null,NO,null,null,Yes,2025-05-02,9,7,4,9,9,5,1,8,1,7,3,1,4,4,0
REWS,2025-04-28,2025-04-28,United States,Badge Only,2025-04-30,2025-04-01,null,COMPASS GROUP PLC,NORTH AMERICA,null,null,2025-04-30,2025-05-14,2025-04-30,null,FALSE,null,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,2,null,null,2,2,2,2,0,0,0
T&S,2025-04-21,2025-04-21,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,2025-04-25,2025-05-07,2025-04-23,2025-04-22,FALSE,2025-04-27,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,7,5,3,7,7,2,1,2,4,5,2,4,3,0,3
T&S,2025-04-23,2025-04-23,Philippines,Equipment and Access,2025-04-25,2025-04-01,2025-05-02,ACCENTURE PLC,APAC,null,null,2025-05-02,2025-05-11,2025-04-27,2025-04-27,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-02,null,NO,null,null,Yes,2025-05-02,9,7,5,9,9,2,1,0,9,7,2,7,5,1,4
Technical Infrastructure,2025-04-23,2025-04-23,null,Badge Only,2025-04-28,2025-04-01,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,null,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
YouTube,2025-04-23,2025-04-23,Malaysia,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-26,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,0,5,3,2,3,1,1,0
Platforms + Ecosystems,2025-04-29,2025-04-29,Colombia,Access Only,2025-05-02,2025-05-01,2025-05-04,HUGE LLC,LATAM,2021-05-06,2021-05-10,2025-05-02,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-04,2025-05-02,null,NO,null,null,Yes,2025-05-04,5,4,1,5,5,3,2,0,3,4,3,3,1,0,1
gTech,2025-04-28,2025-04-28,India,Equipment and Access,2025-05-01,2025-05-01,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-30,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
Global Affairs (w/o T&S),2025-04-25,2025-04-25,United States,Access Only,2025-04-28,2025-04-01,2025-05-02,AXIOM GLOBAL INC,NORTH AMERICA,null,null,2025-05-01,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,7,5,4,7,7,3,2,-1,6,5,1,4,4,0,4
Marketing,2025-04-14,2025-04-14,Mexico,Equipment and Access,2025-04-16,2025-04-01,2025-04-30,FIREWOOD MARKETING INC.,LATAM,null,null,2025-04-25,2025-05-13,2025-04-29,2025-04-16,FALSE,2025-04-29,Vendor,1,2025-04-30,2025-04-25,null,NO,null,NO,Yes,2025-04-30,16,12,10,16,16,2,1,4,11,12,2,9,10,0,10
YouTube,2025-04-17,2025-04-17,Philippines,Equipment and Access,2025-04-21,2025-04-01,2025-05-02,TECH MAHINDRA LIMITED,APAC,null,null,2025-04-27,2025-05-15,2025-05-01,2025-04-21,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-27,null,NO,null,null,Yes,2025-05-02,15,11,9,15,15,4,1,4,10,11,2,7,9,0,9
YouTube,2025-04-22,2025-04-22,India,Equipment and Access,2025-04-25,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-25,null,NO,null,null,Yes,2025-04-29,7,5,2,7,7,3,1,4,3,5,3,3,2,1,1
Access,2025-04-21,2025-04-21,United States,Equipment and Access,2025-04-24,2025-04-01,2025-05-02,"PROJECT RESOURCES GROUP, INC.",NORTH AMERICA,null,null,2025-04-23,2025-05-15,2025-05-01,2025-04-24,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-23,null,NO,null,null,Yes,2025-05-02,11,9,6,11,11,3,1,8,2,9,3,2,6,0,6
Finance,2025-04-23,2025-04-23,Poland,Equipment and Access,2025-04-29,2025-04-01,2025-05-02,ACCENTURE PLC,EMEA,null,null,2025-04-25,2025-05-16,2025-05-02,2025-05-01,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-25,null,NO,null,null,Yes,2025-05-02,9,7,3,9,9,6,1,7,2,7,4,2,3,2,1
Cloud,2025-04-21,2025-04-21,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,2025-04-27,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-27,null,NO,null,null,Yes,2025-04-28,7,5,3,7,7,2,1,1,6,5,2,5,3,1,2
T&S,2025-04-15,2025-04-15,Philippines,Equipment and Access,2025-04-21,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-14,2025-04-30,2025-04-22,FALSE,2025-04-30,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,14,10,6,14,14,6,-1,2,13,10,4,9,6,1,5
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,JONES LANG LASALLE INC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
T&S,2025-04-25,2025-04-25,India,Access Only,2025-04-28,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,2025-04-27,2025-05-12,2025-04-28,2025-04-28,FALSE,null,Vendor,1,2025-04-30,2025-04-27,null,NO,null,null,Yes,2025-04-30,5,3,2,5,5,3,null,null,2,3,1,1,2,0,2
REWS,2025-04-28,2025-04-28,United States,Equipment and Access,2025-05-01,2025-05-01,2025-05-01,SYSTEM ONE HOLDINGS LLC DBA TEAMPEOPLE,NORTH AMERICA,null,null,2025-04-30,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
Platforms + Ecosystems,2025-04-29,2025-04-29,United States,Equipment and Access,2025-05-02,2025-05-01,2025-05-02,CIENET INTERNATIONAL LLC,NORTH AMERICA,null,null,2025-05-02,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-02,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,0,3,3,3,3,0,0,0
Technical Infrastructure,2025-04-29,2025-04-29,null,Probable Badge Only,2025-05-02,2025-05-01,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,null,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,United States,Access Only,2025-04-25,2025-04-01,2025-04-28,ALLIED UNIVERSAL,NORTH AMERICA,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,6,4,1,6,6,3,1,3,3,4,3,3,1,1,0
Waymo,2025-04-22,2025-04-22,United States,Access Only,2025-04-24,2025-04-01,2025-05-01,TRANSDEV,NORTH AMERICA,null,null,null,2025-05-13,2025-04-29,2025-04-29,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,9,7,5,9,9,2,null,null,null,7,2,null,5,3,2
gTech,2025-04-21,2025-04-21,India,Access Only,2025-04-25,2025-04-01,2025-04-28,TELEPERFORMANCE SE,APAC,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,7,5,1,7,7,4,1,3,4,5,4,4,1,1,0
Waymo,2025-04-23,2025-04-23,India,Access Only,2025-04-24,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,null,null,2025-04-23,2025-05-13,2025-04-29,2025-04-23,FALSE,2025-04-29,Vendor,1,2025-04-28,2025-04-23,null,NO,null,null,Yes,2025-04-28,5,3,2,5,5,1,-1,6,1,3,1,1,2,0,2
gTech,2025-04-25,2025-04-25,India,Access Only,2025-04-30,2025-04-01,2025-04-30,TECH MAHINDRA LIMITED,APAC,null,null,2025-04-28,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,5,3,1,5,5,5,1,2,3,3,3,1,0,0,0
YouTube,2025-04-23,2025-04-23,India,Access Only,2025-04-25,2025-04-01,2025-04-28,GENPACT LIMITED,APAC,null,null,2025-04-23,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-23,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,5,1,3,2,1,1,0,1
T&S,2025-04-15,2025-04-15,Philippines,Equipment and Access,2025-04-17,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-09,2025-04-25,2025-04-18,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,NO,Yes,2025-04-29,14,10,8,14,14,2,1,1,13,10,2,9,8,1,7
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,SODEXO,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
T&S,2025-04-25,2025-04-25,India,Access Only,2025-04-28,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,null,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-30,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,5,3,2,5,5,3,1,null,null,3,1,null,2,0,2
